Auteur;P1;Ecole_pays_1;P_Dates;Id
BOUTRAY;;;;14700
BOUVIGNY;;;;12297
BOUVRAIN;;;;17242
BOUZANQUET GASTON;Vauvert, 1866, nîmes, 1937;;1866-1937;31180
BOUZEREAU;;;;20176
BOVIS MARCEL;Nice, 1904, antony, 1997;FRANCE;1904-1997;13216
BOYER ANDRE;;;;24644
BOYER PAUL;Toulon, 1861, actif jusqu'en 1908;;1861-1908;33704
BR;;;;18200
BRADY MATHEW;comté de waren, 1823 vers, new york, 1896, nationalité : américaine;ETATS-UNIS;1823-1896;33705
BRADY STUDIO;;;;1010
BRAECKMAN DIRK;Eeklo, 1958;BELGIQUE;1958;2302
BRAILLON;;;;24725
BRANDSEPH GEORG FRIEDRICH;? 2 mai 1826, ? 24 novembre 1915;;2-1826-24-1915;12750
BRANDT BILL;Hambourg, 1904, londres, 1983;ROYAUME-UNI;1904-1983;12779
BRANGER MAURICE LOUIS;1874, 1950;;1874-1950;25077
BRASILLE JEAN;Paris, 1953;FRANCE;1953;33708
BRASSAI;Brasso, 1899, paris, 1984;FRANCE,HONGRIE;1899-1984;2277
BRAUN AD & DORNACH C;villers-cotterêts, 1845, villers-sur-fère (?), 1903, élève de charles chaplin;FRANCE;1845-1903;30351
BRAUN ADOLPHE;besançon, 1812, dornach, 1877;FRANCE;1812-1877;50
BRAUN CLEMENT & CIE;fins 14-01-1817 - paris 1905 peintre de sujets religieux, de portraits, d'histoire, pastelliste, charles-henri michel est issu d'une famille de cultivateurs. il fait ses premières études artistiques auprès du peintre péronnais jules dufour, son aîné de quelques années, puis dans l'atelier du maître péronnais auguste dehaussy. lauréat à 20 ans d'un concours artistique départemental, il passe quelques temps à anvers pour en étudier les grands maîtres, puis s'arrête à paris pour parfaire sa technique du dessin. après un retour à péronne de 1848 à 1851, il s'installe définitivement à paris. jusque 1854, il visite l'italie et en rapporte de nombreuses études, il y trouve également sa voie : la peinture religieuse, notamment à travers l'evangile. il expose deux oeuvres au salon des artistes français de 1861 et obtient une médaille de 3e classe, puis une autre de 2e classe en 1865 avec son jésus source de vie acheté par l'etat et offert au musée d'amiens. il obtient enfin une médaille de 1ère classe en 1868, avec son dépouillement. nombreux sont également les portraits exécutés par michel. pastelliste rigoureux, il se distingue par la finesse et la grâce de ses oeuvres. a sa mort à l'âge de 88 ans, il laisse derrière lui de très nombreuses oeuvres après plus de 65 ans de production ininterrompue. grâce à deux dons importants de la part de son fils, le docteur michel, le musée alfred danicourt possède une vingtaine d'oeuvres de cet artiste attachant.;FRANCE;14-01-1817-1905-20-1848-1851-1854-1861-3-2-1865-1-1868-88-65;12542
BRAUN ET COMPAGNIE;vinci, 1452, amboise, 1519;FRANCE;1452-1519;101
BRAUQUIER LOUIS;Marseille, 1900, paris, 1976;FRANCE;1900-1976;13447
BREBISSON RENE DE;;;;1816
BRECHET J;;;;19328
BREFFEIL;;;;17458
BREGER A FRERES;;;;12400
BREITENBACH JOSEPH;Munich, 1896, ?, 1984;ETATS-UNIS,ALLEMAGNE;1896-1984;3660
BRELLIS ANGELOS;;GRECE;;13323
BRES J;"Firme dirigée par etienne neurdein (1832-1918) et louis-antonin neurdein (1846-1914), photographes, éditeurs et imprimeurs. - utilisation de la marque ""nd"" à partir de 1885 et des marques ""neurdein frères"" et ""x phot."" à partir de 1887. en 1915, la raison sociale devient ""neurdein"", puis, de 1916 à 1918, ""neurdein & cie""(data.bnf.fr)";FRANCE;1832-1918-1846-1914-1885-1887-1915-1916-1918;33709
BREST;Tabac à gémenos;;;18991
BRETAGNE & CIE;;;;8928
BRETAGNE CLAUDE;;;;8928
BRIERE;;;;19381
BRIET LUCIEN;;;;12389
BRIGEAU VVE;;;;14252
BRIHAT DENIS;Paris, 1928;FRANCE;1928;12773
BRILON J;;;;15318
BRINDELET G;;;;14352
BRINKHOFF ULRICH;Holzminden, 1940;ALLEMAGNE;1940;3626
BRION C;;;;13557
BRIQUET ALFRED;paris, 1833, district fédéral du mexique, 1926, photographe à paris. - 1854, fonde une imprimerie photographique à montmartre. - faillite enregistrée en 1865. - également actif au mexique;FRANCE;1833-1926-1854-1865;105
BROCCOLICHI PASCAL;Antibes, 1967;FRANCE;1967;33710
BROEKMANS MARLO;hoorn (pays-bas), 1953, blok diana : montevideo (uruguay), 1952, femme;;1953-1952;11081
BROGI CARLO;;;;1652
BROGI GIACOMO;?, 1822, ?, 1881;ITALIE;1822-1881;1618
BROGUET MAURICE;Bruxelles, 1909;BELGIQUE;1909;13219
BROSSE LEE C;;;;15816
BROTHERUS ELINA;Helsinki, 1972, femme;FINLANDE;1972;2307
BROUQUI L;;;;16618
BROYER ANNE LISE;mâcon, 1975, ?, ?, femme, nationalité : française;;1975;12095
BRU ROBERT;;;;8445
BRUCH HELMUT;;;;13843
BRUGUIERE FRANCIS JOSEPH;San francisco, 1879, londres, 1945;ETATS-UNIS;1879-1945;13220
BRUME MARIE;;;;13369
BRUN E;;;;18638
BRUN J & CIE;Editions j.brun et cie, à carpentras;FRANCE;;33713
BRUNCLAIR S & CIE;Troyes (aube - 10);;10;24809
BRUNEAU;;;;24695
BRUNEL;;;;16987
BRUNEL LOUIS RAYMOND HENRY;dieppe, 1818 - 5 avril, dieppe (?), 1882 - 26 avril#graillon : dieppe, 1831 - 17 août, dieppe, 1913 - 9 mars;FRANCE;1818-5-1882-26-1831-17-1913-9;11577
BRUNENBERG JO;Stramproy (pays-bas), 1949;;1949;11170
BRUNET;;;;27695
BRUNETEAUX;;;;27696
BRUNETEAUX R;;;;27677
BRUNIER VVE;;;;14724
BRUNON L;;;;17352
BRUNOT H;;;;12383
BRUZEAU;;;;8585
BUBLEX ALAIN;Lyon, 1961;FRANCE;1961;10255
BUCHSBAUM NORBERT;La haye, 1925;;1925;33720
BUISSON JULES;;;;8696
BULLOZ JACQUES ERNEST;Paris, 1858, paris, 1942;;1858-1942;9866
BUNEL CHARLES;;;;24634
BUONARROTI MICHELANGELO;;;;1083
BURAUD FABRICE;;;;13341
BURBAN PATRICK;Nantes, 1957;FRANCE;1957;1428
BUREAU MUNICIPAL DU TOURISME;;;;27435
BURG;;;;17539
BURGIN VICTOR;Sheffield (royaume-uni), 1941, nationalité britannique;GRANDE-BRETAGNE;1941;13794
BURGUN FRANÇOIS;metz, 1977 (naissance);FRANCE;1977;8442
BURKHARD BALTHASAR;Berne, 1944;SUISSE;1944;1833
BUSIN F;;;;16137
BUSSCHERE ALEC DE;bruxelles, 1964, nationalité : française;;1964;11998
BUSSIERE GASTON;cuisery, 1862, saulieu, 1928;FRANCE;1862-1928;8712
BUSTAMANTE JEAN MARC;Toulouse, 1952;FRANCE;1952;10644
C;;;;28829
C A B;;;;11625
C A M;;;;27474
C A P;;;;12189
C B;;;;33744
C C;;;;18199
C C C & C;;;;14813
C D;;;;15215
C F;;;;15107
C L B;;;;20045
C L C;;;;11634
C M;;;;18860
C N;;;;18017
C P A;;;;11694
C P N;;;;15458
C P S;;;;15961
C V;;;;13575
C V LOUIS;;;;15549
CADART ALFRED;;;;23611
CADE PAUL;Photographe actif entre 1920 et 1940;;1920-1940;26461
CADET A;;;;14365
CADIEUX GENEVIEVE;Montréal, 1955, femme;CANADA;1955;10602
CAGNOLL;;;;16590
CAHEN DENISE;;;;3802
CAHN MARCELLE;Strasbourg, 1895, neuilly-sur-seine, 1981, femme;FRANCE;1895-1981;1358
CAHUN CLAUDE;Nantes, 1894, saint-hélier, 1954, femme;FRANCE;1894-1954;11530
CAILTEUX GORLIER E;Fritel pierre (1853-1942);;1853-1942;24618
CAIN AUGUSTE;;;;1070
CAIN GEORGES;;;;1136
CAIROL F;Photographe à montpellier (1 rue massane);;1;14131
CALDESI LEONIDA;?, 1822, ?, 1891;;1822-1891;24144
CALDESI LUIGI;;ITALIE;;106
CALDIER;;;;17560
CALLAHAN HARRY;Détroit, 1912, atlanta, 1999;ETATS-UNIS;1912-1999;1374
CALLE SOPHIE;Paris, 1953, femme;;1953;11056
CALMEL & CIE;;FRANCE;;33748
CALMEL F;;;;33750
CALS MME;?, ?, femme, photographe à la cité de carcassonne;;;17418
CAMBON ARMAND;Né en 1819, mort en 1885;FRANCAISE;1819-1885;23543
CAMELLINI MASSIMILIANO;Venise, 1964;ITALIE;1964;3635
CAMERA OBSCURA;;;;8664
CAMOUS ROBERT;;;;18184
CAMPAGNOLA GIULIO;;;;1237
CAMPOS MEIRELLES CILDO;;;;4046
CAMPY;;;;24746
CAMUS ETIENNE;;;;24674
CAMUS LEON;;;;14366
CANDILLON RUDDY;paris, 1973 ,#biographie :#- 1990-1996 : il conçoit la décoration de divers magasins en europe (juice street machine, salinas rec, popeye coffeshop...), et l'habillage de concerts et raves (à prague, en 1990 trois semaines de libérations par la peinture et la musique, fff, sai-sai, spiral tribe, gaia...). 1991 : ' spray can art ' au centre pompidou, paris (performance collective de trois jours de peinture sur le parvis de beaubourg). #- 1992 : il participe à l'exposition collective 'paris graffiti', à la galerie chapon à paris, avec des artistes new yorkais. #- 1994 : il présente une exposition de peinture à la banque de l'image à paris, 'digital minded' (esprit digitalisé) : symbole iconographique de l'ère numérique face au symbole de l'ère industrielle, de l'homme et ses machines... (thème toujours présent dans ses photos). ces toiles réalisées sont faites à base de bombes aérosols, de peintures acryliques et de collages. #- 1996 : après une longue pratique plastique autodidacte, il entre à l'école nationale supérieure des beaux-arts de paris dont il est lauréat en 2001. [...] (cathy souladie commissaire associé);FRANCE;1973-1990-1996-1990-1991-1992-1994-1996-2001;8435
CANESSA ROGER;Toulon, 1923;FRANCE;1923;13321
CAP;;;;11651
CAPA ROBERT;Budapest, 1913, thai binh, 1954;ETATS-UNIS,HONGRIE;1913-1954;12772
CAPUS W;Éditeur à luxembourg;;;29140
CARABIN HENRI;;;;1356
CARAN D'ACHE;;;;26846
CARBONEL;;;;15120
CARDINAL G;Cardinal g., photographe à vannes;;;30371
CAREL;;;;17714
CARET;;;;2158
CARHAIX JEAN BAPTISTE;Golfe-juan, 1946;FRANCE;1946;33751
CARILLON L;;;;19970
CARJAT & CIE;;;;8737
CARJAT ETIENNE;Né en 1828, mort en 1903;FRANCAISE;1828-1903;23557
CARLHIAN;;;;1342
CARLIER;;FRANCE;;109
CARLIER F;Photographe, 16 place napoléon à vannes;;16;14099
CARMONTELLE;;;;36858
CARON L;;;;14593
CARPEAUX JEAN BAPTISTE;Né en 1827, mort en 1875;FRANCAISE;1827-1875;23579
CARPENTIER BENOIT DE;?, 1964;FRANCE;1964;3524
CARRACHE;;;;35780
CARRACHE ANNIBAL;;;;832
CARRE PATRICE;?, 1957, nationalité : française;;1957;11988
CARRERE E;;;;17524
CARRERE J;Bazar d'ax-les-thermes;;;15178
CARRIER;;;;19247
CARRIER BELLEUSE LOUIS ROBERT;;;;1269
CARROGIS LOUIS;;;;36858
CARROLL LEWIS;Daresbury, 1832, guilford, 1898;ROYAUME-UNI;1832-1898;13196
CARTIER BRESSON HENRI;Chanteloup-en-brie, 1908-08-22, céreste, 2004-08-03;;1908-08-22-2004-08-03;33755
CARY;;;;13869
CASE;;;;14662
CASSAN L;;;;19037
CASTEL;;;;19249
CASTELLA VINCENZO;?, 1952, ?, ?, nationalité : italienne;ITALIE;1952;11487
CASTELOT;;;;11648
CASTOR;;;;26852
CATALA FRERES;Imprimerie catala frères, paris;FRANCE;;33756
CATANY TONI;Majorque, 1942;ESPAGNE;1942;1390
CAUGNY L E;;;;797
CAUMONT MARTIAL;;;;24612
CAUVIN;;;;15903
CAZE;;;;14225
CELLARD J;;;;16978
CENDRARS BLAISE;la chaux-de-fonds, 1887, paris, 1961;FRANCE;1887-1961;11510
CERCLE CARTOPHILIQUE DU CANTON DE VILLENEUVE;;;;33082
CGDM;;;;33745
CHABERT;;;;14678
CHABRILLAC;;;;8576
CHADOURNE;;;;24842
CHAGALL MARC;Vitebsk, 1887, saint-paul, 1985;FRANCE,RUSSIE;1887-1985;23521
CHAISNOT;;;;24962
CHAIX;;;;15227
CHALARD;;;;8584
CHALEIL R;;;;28137
CHALOT A;Photographe à paris;FRANCE;;127
CHALOT ISIDORE ALPHONSE;?, 1846, ?, 1893;FRANCE;1846-1893;33758
CHAMBAREL;;;;15184
CHAMBAY MODESTE;photographe. grand hôtel, 12 bd des capucines, paris. expose des portraits à la sfp dans les années 1870.;;12-1870;8775
CHAMBEY;;;;2200
CHAMBON CH;;;;16385
CHAMUSSY LOUIS;peintre et photographe. chambéry.;;;8738
CHAN KYONG PARK;Séoul, 1965;REPUBLIQUE DE COREE;1965;11899
CHANUT M;;;;34023
CHAPELLE;;;;18062
CHAPLIN CHARLES;;;;1048
CHAPON;;;;14788
CHAPUIS;;;;17238
CHAPUIS L;;;;19994
CHAPUIS R;;;;15101
CHARAY;;;;17030
CHARDONNET FERDINAND;photographe. rue sornin, vichy;;;8752
CHARLEMAGNE MR;photographe parisien;;;8668
CHARLES;;;;35694
CHARLES L'HOPITAL & CIE;;;;27155
CHARPENTIER RICHARD;;;;17286
CHARPIER;;;;33761
CHARRASSE LOUIS;;;;33762
CHARRIER;;;;15087
CHARRIER MAXIME;photographe. 19, rue du caire, paris;;19;8899
CHARVET GRATIEN;pont-saint-esprit (gard), 1826, alès (gard), 14-07-1884;FRANCE;1826-14-07-1884;33763
CHASERAY E;;;;14240
CHASSAING;;;;23424
CHASSEPOT;;;;8470
CHATAIN;;;;34954
CHATEAU F;;;;27664
CHATENAY J;;;;20101
CHATILLON PIERRE;;;;25108
CHAUDIER;;;;17208
CHAUFFOURIER;Photographes à palerme;ITALIE;;274
CHAUMONT G;;;;14662
CHAUMONT P VVE;;;;14775
CHAUTARD;;;;15338
CHAUVENET M;;;;25170
CHAVANNES EDOUARD;Lyon, 1865-10-05, paris, 1918-01-20, archéologue et sinologue français;;1865-10-05-1918-01-20;21323
CHEFNEUX LEON;Piatra neamț (roumanie) 1853, grasse (alpes-maritimes) 1927. explorateur, homme d'affaires, administrateur colonial français, ami de rimbaud.;;1853-1927;33767
CHER JIAN;;;;3227
CHERI ROUSSEAU;;;;277
CHERON ELISABETH SOPHIE;;;;85
CHERY EUGENE;;;;20784
CHESNAY EMILE;18 ??, 19?? photograveur, photographe actif à dijon 21 boulevard carnot de 1884 à 1921, membre de la société française de photographie en 1895.;;18-19-21-1884-1921-1895;24757
CHEVALIER MIGUEL;Mexico, 1959;FRANCE;1959;9894
CHEVALIER MLE;;;;14436
CHEVALLIER;;;;12386
CHEVROUX MLLE;;;;20094
CHIRINO MARTIN;Las palmas de gran canaria, 1925;ESPAGNE;1925;10415
CHODZKIEWICZ LADISLAS;paris, 1826, paris 1828;FRANCE;1826-1828;23672
CHOISELAT MARIE CHARLES ISIDORE;1815 - 1858, chimiste et photographe, a travaillé avec ratel#ratel stanislas : 1824 - 1904, photographe. a travaillé avec choiselat;FRANCE;1815-1858-1824-1904;13934
CHOPARD GUILLAUMOT ARIANE;;;;12112
CHOUMOFF PIERRE;Hrodna (biélorusie), 1872, lodz (pologne), 1936.;;1872-1936;9886
CHRISTMANN LOUIS;Strasbourg, 1829, monswiller, 1910;;1829-1910;3404
CHRISTO;gabrovo (bulgarie), 1935, nationalité américaine (bulgare à la naissance);BULGARIE,ETATS-UNIS;1935;13745
CIBRARIO;Éditeurs à soissons;;;27053
CIBRARIO J FILS;Photographe à soissons;;;27673
CIBRARIO JEAN;;;;27669
CIESLEWICZ ROMAN;Lwow, 1930, malakoff, 1996;FRANCE,POLOGNE;1930-1996;10105
CIM;;;;15678
CIOCCO MARIE;;;;15914
CIVETTE;;;;17643
CIVILETTI BENEDETTO;;;;735
CIVRY;;;;24869
CLAPIER;;;;17626
CLARON;imprimeur à mâcon (1890-1968)#jean combier, photographe passionné, installe, à mâcon, en 1922, une imprimerie spécialisée dans la carte postale. devenue cim (combier imprimeur mâcon) en 1935, sa maison ne va cesser de progresser et conquérir la france et l'afrique du nord. en 1949, jean combier lance la photographie aérienne pour ' quadriller ' le territoire. a sa mort, en 1968, lson fils marc prendra la relève. après de nombreuses péripéties, son entreprise survit désormais au sein du groupe editor;;1890-1968-1922-1935-1949-1968;17192
CLAUDET;;FRANCE;;278
CLAUDET ANTOINE;lyon, 1797, londres, 1867, nationalité : française;FRANCE;1797-1867;24336
CLAVERIE;;;;27131
CLAYETTE;;;;8605
CLE DU PETIT JOURNAL;;;;19444
CLEGG MICHAEL;dublin, 1957, nationalité : américaine#guttmann : jérusalem, 1957, nationalité : américaine, clegg et guttmann sont deux artistes américains de carrière internationale, qui sont associés depuis 1980. ils réalisent des photographies s'inscrivant dans une tradition du portrait de représentation, individuel ou collectif, issue de l'école hollandaise du 17ème siècle. loin du portrait psychologique et physionomique classique, le sujet n'est pas l'individu mais davantage le statut social. en effet, le personnage, dans une pose statique, revêt les attributs de sa condition : baguette et pupître sont les symboles de son métier et le smocking est la tenue vestimentaire de prestance en société, d'une classe privilégiée. les modes de représentations suivent des règles, que les deux artistes ont décryptées dans des portraits de cadres d'entreprise. le sujet est anonyme et traduit comme un produit de propagande. il est l'image de l'extériorité de l'être. sous un projecteur, the director prend son rôle de chef d'orchestre, dans un décor de fortune fait de panneaux instables et qui le met en dérision.;;1957-1957-1980-17;11989
CLERC DARCY E;Clermont françois (1857-1931);;1857-1931;24668
CLERGUE A;;;;15116
CLERGUE LUCIEN;Arles 14 août 1934, 15 novembre 2014. lucien clergue est né à arles, en 1934. après des études secondaires et musicales, il entre à l’usine à 17 ans et n’en sortira que dix ans plus tard, pour se consacrer uniquement à sa passion, la photographie, qu’il pratique depuis l’âge de 14 ans. quinze ouvrages publiés, tant en france qu’à l’étranger, plus de cent expositions personnelles dont certaines dans les plus grands musées du monde. quinze courts métrages, deux moyens métrages, plusieurs décorations murales et des décors de ballets. des photographies originales de lucien clergue, tirées à vingt exemplaires, numérotées et signées, figurent dans de nombreuses collections privées et publiques, lucien clergue est le fondateur des « rencontres internationales de la photographie », qui se déroulent chaque année en arles au cours du mois de juillet.;;14-1934-15-2014-1934-17-14;33819
CLERISSY;;;;15158
CLERMONT FRANÇOIS;;;;24668
CLESSY;;;;16629
CLOSKY CLAUDE;Paris, 1963;FRANCE;1963;10372
CLOUET FRANÇOIS;;;;86
CLUB ALPIN FRANCAIS;;;;14649
COCHE;;;;15170
COCHET LAURENT;Lausanne (suisse), 1966;;1966;11200
COCHEY VICTOR;;;;25009
COIN;;;;19710
COINDET DELPHINE;Albertville, 1969, femme;FRANCE;1969;10371
COINDRE GASTON;;;;1271
COLIN ALFRED;;;;24632
COLIN CH;;;;14292
COLLARD;;;;14463
COLLARD AUGUSTE HIPPOLYTE;né en 1812, meurt entre 1895 et 1897, doreur puis photographe à partir des années 1850. atelier : 53 puis 39 boulevard de strasbourg, 1855 - 1888;FRANCE;1812-1895-1897-1850-53-39-1855-1888;13944
COLLAS CH & CIE;;;;12330
COLLECTION DE LA SOLUTION PAUTAUBERGE;;;;30246
COLLECTION E S;;;;12205
COLLECTION R F;;;;12163
COLLIGNON L;;;;27086
COLLIN THIEBAUT GERARD;Lièpvre, 1946;FRANCE;1946;2300
COLLINS HANNAH;Londres, 1956, femme;ROYAUME-UNI;1956;11857
COLNAGHI;;;;108
COLNAGHI P & D;;;;927
COLOMB DENISE;Paris, 1902, paris, 2004, femme;FRANCE;1902-2004;3802
COLOMB J;;;;15517
COLOMBE MICHEL;;;;19662
COMBE;;;;17137
COMBIER;?, 1890, ?, 1968, imprimeur à mâcon;;1890-1968;25879
COMBIER JEAN;imprimeur à mâcon (1890-1968)#jean combier, photographe passionné, installe, à mâcon, en 1922, une imprimerie spécialisée dans la carte postale. devenue cim (combier imprimeur mâcon) en 1935, sa maison ne va cesser de progresser et conquérir la france et l'afrique du nord. en 1949, jean combier lance la photographie aérienne pour ' quadriller ' le territoire. a sa mort, en 1968, lson fils marc prendra la relève. après de nombreuses péripéties, son entreprise survit désormais au sein du groupe editor;;1890-1968-1922-1935-1949-1968;14772
COMITE DES SEPT;;;;25194
COMITES DU VIEUX MARSEILLE;;;;18941
COMPAGNIE AERIENNE FRANCAISE;Société civile d'aviation - section aérotopographique;;;26352
COMPAGNIE ALSACIENNE DES ARTS PHOTOMECANIQUES;Bachelet emile just (1892-1981);;1892-1981;24631
COMPAGNIE DES ARTS PHOTOMECANIQUES;Après 1918, mention lévy et neurdein réunis, puis après 1932 'cap' compagnie des arts photomécaniques;;1918-1932;26009
COMPAGNIE DES MESSAGERIES MARITIMES;;;;19169
COMPAGNON;;;;33805
COMPTOIR GENERAL;;;;19467
COMPTOIRS FRANCAIS;;;;28006
COMTE EDOUARD;Photographe à chantilly;FRANCE;;279
CONDOM ROBERT;Éditeur à paris;;;27803
CONIO B;;;;33762
CONSTANS & DAVIN;;;;15112
CONSTANT A;;;;30218
CONSTANT EUGENE;;FRANCAISE;;23540
CONTA BEATRIX VON;Kaiserslautern (république fédérale d'allemagne), 1949, femme;;1949;11208
CONTI ANITA;Ermont, 1899, douarnenez, 1997, femme;FRANCE;1899-1997;13538
COPLANS JOHN;Londres, 1920, new york, 2003;ROYAUME-UNI;1920-2003;1377
COQUELET;Photographe à soissons;;;27713
CORBEL J;;;;21094
CORDIER;;;;14223
CORDIER EUGENE HENRI;Strasbourg, 1903, mundolsheim, 2001;FRANCE;1903-2001;3567
CORDONNIER LOUIS MARIE;;;;24619
CORMON FERNAND;;;;30268
CORNIER A;;;;11759
CORON C;Nuits (nuits-saint-georges, côte-d'or - 21);;21;24855
COROT JEAN BAPTISTE;Paris, 1796, paris, 1875;FRANCE;1796-1875;2332
COSIMO PIERO DI;;;;36860
COSSON;;;;12346
COSTA J B;;;;19187
COSTA JOACHIM;;;;24634
COSTA NADINE;Nantes, 1953, femme;;1953;11787
COSTE DAVID;Beaumont (puy-de-dôme), 1974;;1974;11422
COSTE L;;;;17166
COTMAULT & PAPEGHIN;;;;14239
COTTE;;;;12267
COUDER AUGUSTE;Éditeurs léon & lévy, de 1901 à 1932;;1901-1932;24966
COUDROY JOSEPH;photographie artistique. jh coudroy, 13 rue neuve, roubaix.;;13;8902
COUE VICTOR;peintre - photographe de l'ecole de cavalerie de saumur. 50, rue d'orléans. tous les clichés sont conservés. expo de 1864. ancienne maison leroch;;50-1864;8885
COUILBEAU P;;;;14899
COURCIER J;Éditeur à paris (8 rue simon-le-franc);;8;27144
COURIER DE MERE PAUL ETIENNE;Véretz (indre-et-loire), 1820, mettray (indre-et-loire), 1898, ce peintre, fils du pamphlétaire paul-louis courier, a reproduit ses tableaux en photo. il était condisciple et ami du duc daumale;FRANCE;1820-1898;653
COURMONT FRERES;;;;15527
COURNAND;;;;18078
COURREGES CHRISTIAN;Aix-en-provence, 1950;FRANCE;1950;2299
COURRET EUGENE;photographe. 10 bd montmartre, paris. successeur de mockel et cie. a également un établissement à lima.;;10;8856
COURTELLEMONT GERVAIS;?, 1863, ?, 1931, nationalité : française;FRANCE;1863-1931;10844
COURTIN G;;;;15331
COURTINE SERRIEN;;;;29439
COURTOT;;;;24566
COUSIN;;FRANCE;;12538
COUSIN JEAN;;;;33808
COUSIN JEAN LE PERE;;;;9099
COUTEAU PIERRE;Clisson, 1947;;1947;11788
COUTON CLAUDIUS;?, 19e siècle, ?, ?;FRANCE;19;33812
COUTURE L;;;;14630
COUTURIER A;;;;16916
COUTURIER STEPHANE;Neuilly-sur-seine, 1957;FRANCE;1957;1828
CQLL E;;;;19123
CRAMER;;;;50
CREMIERE & HANFSTAENGL;artistes photographes. 28 rue laval, 2 rue frochot, paris, cremiere : paris, 1831, ?, 1913, photographe français, hanfstaengl : ?, 1837, ?, 1905;;28-2-1831-1913-1837-1905;8804
CREMIERE LEON;paris, 1831, ?, 1913;;1831-1913;8824
CREPAUX;;;;12375
CREPEAUX;;;;14249
CREPET HERVE;Montbrison (loire), 1949;;1949;11159
CRESP C;;;;16852
CRESPON R;;;;33814
CRETE;;;;18711
CRETE SUCC;;;;28687
CRETIN PELLION A;;;;19893
CRETOIS R;pharmacien rennais, photographe à es heures, actif dans les années 1920, donateur d'un ensemble de photographies au musée de bretagne à rennes.;;1920;11581
CREUSE AUGUSTE DE;1806 - 1839;;1806-1839;13915
CROIX ROUGE AMERICAINE;;;;12477
CROS;;;;17557
CROSS L;;;;16478
CUDLIP C S;;ETATS-UNIS;;475
CUISSET THIBAUT;maubeuge, 1958, ?, ?, nationalité : française;;1958;12083
CULIE MAXIME;;;;17966
CUNDIER JEAN CLAUDE;Editions gaud 77950 moisenay-le-petit;FRANCE;77950;33815
CUTTAIA JEAN ROBERT;Moulins, 1964;FRANCE;1964;33816
D B;;;;20861
D C C;;;;14937
D D;;;;20251
D G;;;;14582
D'ERVILLE;;;;14960
DAGRON RENE PRUDENT PATRICE;?, 1819, ?, 1900;;1819-1900;2969
DAGUERRE LOUIS JACQUES MANDE;né le 18 novembre 1787 à cormeilles-en-parisis (val-d'oise), mort le 10 juillet 1851 à bry-sur-marne (val-de-marne).;;18-1787-10-1851;33898
DALBECK RAINER;;ALLEMAGNE;;33899
DALI SALVADOR;Figueras, 1904, cadaquès, 1989;ESPAGNE;1904-1989;10413
DALLA SANTA GERARD;Sainte-foy-la-grande (gironde), 1947;;1947;11114
DALLEZ;;FRANCE;;12536
DALMOUTH;;;;19106
DALOZ H G;;;;20169
DALOZ HENRI GEDEON;1861, 1941. entre 1895 et 1928, il s'affirme comme pionnier de la carte postale.;;1861-1941-1895-1928;24806
DAMES DE FRANCE;Edition spéciale des dames de france, avignon;FRANCE;;33913
DAMPT JEAN;;;;24658
DANDOY A;1834, 1898, photographe namurois;;1834-1898;14188
DANESI L;;;;17938
DANGLA HERVE;;;;11193
DANIEL;;;;15693
DANZIECH;;;;17614
DARASSE;;;;15265
DART G;;;;12444
DARVE BLANC;;;;15082
DASPET MARYAN;Photo daspet, aubanel communication 84000 avignon;FRANCE;84000;33917
DATER JUDY;?, 1941, femme;;1941;13175
DAUBIGNY CHARLES FRANÇOIS;Né en 1817, mort en 1878;FRANCAISE;1817-1878;23598
DAUDET LECLERC;;;;20198
DAUDRIX P;;;;20877
DAUDRIX PIERRE;Sarlat-la-canéda, 1866, sarlat-la-canéda, 1951;;1866-1951;24565
DAUMAS J;;;;19253
DAUVISSAT E & CIE;;;;19169
DAUZATS ADRIEN;;;;29848
DAVANNE LOUIS ALPHONSE;Paris, 1824, saint-cloud, 1912;FRANCE;1824-1912;13225
DAVEAU G;villeneuve-sur-yonne, 1850, paris, 1932, prix de rome de sculpture en 1880;FRANCE;1850-1932-1880;9189
DAVID;;;;3934
DAVID J;;;;28206
DAVIES JOHN;grande-bretagne, 1949, ?, ?, nationalité : anglaise;;1949;11992
DAVIGNON;;;;17041
DAVIN;;;;36120
DAVIN AUGUSTE;;;;24629
DAYRE JEAN;?, 1948;FRANCE;1948;13183
DE ANDREIS;;;;16489
DE CESSOLE V;;;;16518
DE FOUQUE;;;;15159
DE HERAIN F;;;;18355
DE LA CHAPRONIERE;photographe : promenade du front sud, calais, début activité en 1860;;1860;8742
DE PEROL AUGUSTE;;;;12622
DE SOYE;;;;2739
DEAN TACITA;Canterbury, 1965, femme;ROYAUME-UNI;1965;10829
DEANE W T;;GRANDE-BRETAGNE;;477
DEBAY;;;;14392
DEBELLUT C;;;;20122
DEBERGUE;;;;29299
DEBERGUE J;;;;27564
DECAMPS ALEXANDRE GABRIEL;;;;826
DECHAVANNES R;;;;33527
DECHERY;;;;12415
DECHIN JULES;;;;24685
DEDIEU HENRI;loché.#descombin : le puley, 1909, charnay-lès-mâcon, 2003-08-28;FRANCE;1909-2003-08-28;8995
DEFFAUD;;;;18727
DEFLOU DOMINIQUE;;;;33930
DEFONDS E;;;;8754
DEHAUSSY JULES JEAN BAPTISTE;;;;12632
DEJEAN TH;;;;17738
